id,brand,model,price_pkr,price_usd,ram_gb,storage_gb,processor,display,camera,battery,os,market_status,rating,num_reviews,popularity_score,release_year,rag_content
1739,Tecno,Tecno Camon 30 Premier Ultra,82000,294.43,6,128,Unisoc T606,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 12, HIOS 12",Available,4.1,962,89.4,2024,"Mobile Model: Tecno Camon 30 Premier Ultra
Brand: Tecno
Official Price: Rs. 82,000
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Unisoc T606
Operating System: Android 12, HIOS 12
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
1740,Tecno,Tecno Phantom X2 Pro Max,25999,93.35,8,128,Helio G99 Ultimate,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 14, HIOS 14",Available,4.0,585,58.1,2021,"Mobile Model: Tecno Phantom X2 Pro Max
Brand: Tecno
Official Price: Rs. 25,999
Status: Available
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Helio G99 Ultimate
Operating System: Android 14, HIOS 14
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1741,Xiaomi,Xiaomi POCO F6 Pro+,144999,520.64,8,512,MediaTek Dimensity 7200-Ultra,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 13, MIUI 14",Available,4.1,655,55.2,2025,"Mobile Model: Xiaomi POCO F6 Pro+
Brand: Xiaomi
Official Price: Rs. 144,999
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: MediaTek Dimensity 7200-Ultra
Operating System: Android 13, MIUI 14
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1742,Vivo,Vivo Y03 Neo,206999,743.26,12,512,Dimensity 9300,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 13, Funtouch 13",Available,3.9,854,57.2,2022,"Mobile Model: Vivo Y03 Neo
Brand: Vivo
Official Price: Rs. 206,999
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Dimensity 9300
Operating System: Android 13, Funtouch 13
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1743,itel,itel S23+ Plus,39999,143.62,8,128,Unisoc T616,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,5500 mAh (non-removable) with 100W HyperCharge,Android 12,Upcoming,4.5,1157,93.4,2025,"Mobile Model: itel S23+ Plus
Brand: itel
Official Price: Rs. 39,999
Status: Upcoming
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Unisoc T616
Operating System: Android 12
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
1744,Motorola,Motorola Edge 50 Ultra,200999,721.72,6,128,Dimensity 7020,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 13, MyUX",Available,4.2,630,76.1,2025,"Mobile Model: Motorola Edge 50 Ultra
Brand: Motorola
Official Price: Rs. 200,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Dimensity 7020
Operating System: Android 13, MyUX
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1745,OnePlus,OnePlus Nord N20 SE 2023,144999,520.64,16,512,Snapdragon 8 Gen 2,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 14, OxygenOS 14",Discontinued,3.7,107,73.1,2024,"Mobile Model: OnePlus Nord N20 SE 2023
Brand: OnePlus
Official Price: Rs. 144,999
Status: Discontinued
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Snapdragon 8 Gen 2
Operating System: Android 14, OxygenOS 14
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
1746,Huawei,Huawei Nova 12 SE v4,215999,775.58,4,64,Snapdragon 680 4G,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 33W Fast Charging,EMUI 13 / HarmonyOS 4.0,Available,4.7,1449,55.3,2025,"Mobile Model: Huawei Nova 12 SE v4
Brand: Huawei
Official Price: Rs. 215,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Snapdragon 680 4G
Operating System: EMUI 13 / HarmonyOS 4.0
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1747,Honor,Honor Magic 6 2021,277999,998.2,8,128,Snapdragon 778G+,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,4500 mAh (non-removable) with 25W Fast Charging,Android 12,Coming Soon,4.0,1270,82.2,2024,"Mobile Model: Honor Magic 6 2021
Brand: Honor
Official Price: Rs. 277,999
Status: Coming Soon
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Snapdragon 778G+
Operating System: Android 12
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1748,Vivo,Vivo Y03 SE,214000,768.4,4,128,Dimensity 8200,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 13, Funtouch 13",Available,4.2,909,93.0,2025,"Mobile Model: Vivo Y03 SE
Brand: Vivo
Official Price: Rs. 214,000
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Dimensity 8200
Operating System: Android 13, Funtouch 13
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1749,Realme,Realme C53 Prime,39000,140.04,4,128,Snapdragon 7+ Gen 3,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 13, Realme UI 4.0",Available,4.8,1097,91.0,2024,"Mobile Model: Realme C53 Prime
Brand: Realme
Official Price: Rs. 39,000
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Snapdragon 7+ Gen 3
Operating System: Android 13, Realme UI 4.0
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1750,OnePlus,OnePlus Nord N30 5G,63000,226.21,16,1024,Snapdragon 8 Gen 3,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,Android 12,Available,4.3,1291,81.0,2025,"Mobile Model: OnePlus Nord N30 5G
Brand: OnePlus
Official Price: Rs. 63,000
Status: Available
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Snapdragon 8 Gen 3
Operating System: Android 12
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
1751,OnePlus,OnePlus Nord 3 5G Neo,150999,542.19,8,128,Snapdragon 8 Gen 3,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 13, OxygenOS 13.1",Available,3.6,572,53.7,2024,"Mobile Model: OnePlus Nord 3 5G Neo
Brand: OnePlus
Official Price: Rs. 150,999
Status: Available
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Snapdragon 8 Gen 3
Operating System: Android 13, OxygenOS 13.1
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
1752,Samsung,Samsung Galaxy F SE,404999,1454.22,8,512,Snapdragon 888,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 14, One UI 6.1",Available,4.8,916,55.6,2026,"Mobile Model: Samsung Galaxy F SE
Brand: Samsung
Official Price: Rs. 404,999
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Snapdragon 888
Operating System: Android 14, One UI 6.1
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1753,Tecno,Tecno Spark 20 Pro+,113999,409.33,8,128,Unisoc T606,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 14, HIOS 14",Available,4.3,359,52.4,2024,"Mobile Model: Tecno Spark 20 Pro+
Brand: Tecno
Official Price: Rs. 113,999
Status: Available
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Unisoc T606
Operating System: Android 14, HIOS 14
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1754,Huawei,Huawei Nova 12 Ultra Plus,431999,1551.16,16,512,Snapdragon 778G 4G,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5400 mAh (non-removable) with 120W FlashCharge,EMUI 13 / HarmonyOS 4.0,Available,3.9,682,62.7,2024,"Mobile Model: Huawei Nova 12 Ultra Plus
Brand: Huawei
Official Price: Rs. 431,999
Status: Available
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Snapdragon 778G 4G
Operating System: EMUI 13 / HarmonyOS 4.0
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1755,Xiaomi,Xiaomi Redmi 13C Pro,150999,542.19,12,512,Dimensity 8300-Ultra,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 14, HyperOS",Upcoming,3.6,1159,56.7,2025,"Mobile Model: Xiaomi Redmi 13C Pro
Brand: Xiaomi
Official Price: Rs. 150,999
Status: Upcoming
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Dimensity 8300-Ultra
Operating System: Android 14, HyperOS
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1756,Apple,Apple iPhone 8 Plus Pro,92999,333.93,12,512,Apple A17 Pro,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,6000 mAh (non-removable) with 70W Fast Charging,iOS 17.5,Available,4.6,328,62.9,2025,"Mobile Model: Apple iPhone 8 Plus Pro
Brand: Apple
Official Price: Rs. 92,999
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Apple A17 Pro
Operating System: iOS 17.5
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1757,Vivo,Vivo T3 Pro Lite,110000,394.97,8,512,Dimensity 8200,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 13, Funtouch 13",Available,4.3,730,69.1,2024,"Mobile Model: Vivo T3 Pro Lite
Brand: Vivo
Official Price: Rs. 110,000
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Dimensity 8200
Operating System: Android 13, Funtouch 13
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1758,Infinix,Infinix GT 10 Pro v2,117999,423.69,12,512,Dimensity 7020,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 12, XOS 10.6",Available,4.2,1083,96.7,2022,"Mobile Model: Infinix GT 10 Pro v2
Brand: Infinix
Official Price: Rs. 117,999
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Dimensity 7020
Operating System: Android 12, XOS 10.6
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1759,Honor,Honor X9b Pro+,377999,1357.27,12,256,Dimensity 6080,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 14, MagicOS 8.0",Available,4.7,1444,80.2,2024,"Mobile Model: Honor X9b Pro+
Brand: Honor
Official Price: Rs. 377,999
Status: Available
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Dimensity 6080
Operating System: Android 14, MagicOS 8.0
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1760,Apple,Apple iPhone 12 Pro Max 5G,160000,574.51,3,32,Apple A11 Bionic,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5400 mAh (non-removable) with 120W FlashCharge,iOS 14,Available,4.6,1171,91.3,2026,"Mobile Model: Apple iPhone 12 Pro Max 5G
Brand: Apple
Official Price: Rs. 160,000
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Apple A11 Bionic
Operating System: iOS 14
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1761,OnePlus,OnePlus Nord N20 SE SE,225000,807.9,4,128,Dimensity 9000,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 13, OxygenOS 13.1",Coming Soon,3.6,1236,85.2,2025,"Mobile Model: OnePlus Nord N20 SE SE
Brand: OnePlus
Official Price: Rs. 225,000
Status: Coming Soon
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Dimensity 9000
Operating System: Android 13, OxygenOS 13.1
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1762,Apple,Apple iPhone 14 Plus Play,268000,962.3,8,512,Apple A12 Bionic,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,7000 mAh (non-removable) with 33W Fast Charging,iOS 16,Available,3.9,261,55.6,2025,"Mobile Model: Apple iPhone 14 Plus Play
Brand: Apple
Official Price: Rs. 268,000
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Apple A12 Bionic
Operating System: iOS 16
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1763,Google,Google Pixel 8 Pro Pro+,104999,377.02,3,32,Google Tensor (1st Gen),"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,6000 mAh (non-removable) with 70W Fast Charging,Android 14,Upcoming,3.8,325,86.4,2021,"Mobile Model: Google Pixel 8 Pro Pro+
Brand: Google
Official Price: Rs. 104,999
Status: Upcoming
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Google Tensor (1st Gen)
Operating System: Android 14
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1764,Tecno,Tecno Spark 20 Pro+ Plus,205999,739.67,8,256,Helio G99 Ultimate,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 14, HIOS 14",Discontinued,4.5,1403,63.6,2024,"Mobile Model: Tecno Spark 20 Pro+ Plus
Brand: Tecno
Official Price: Rs. 205,999
Status: Discontinued
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Helio G99 Ultimate
Operating System: Android 14, HIOS 14
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1765,Samsung,Samsung Galaxy M,242000,868.94,12,512,Snapdragon 8 Gen 3,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 13, One UI 5.1",Available,3.5,818,81.6,2024,"Mobile Model: Samsung Galaxy M
Brand: Samsung
Official Price: Rs. 242,000
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Snapdragon 8 Gen 3
Operating System: Android 13, One UI 5.1
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1766,Vivo,Vivo iQOO Z9 Ultra,146999,527.82,8,512,Snapdragon 6 Gen 1,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 12, Funtouch 12",Discontinued,4.3,1349,66.9,2025,"Mobile Model: Vivo iQOO Z9 Ultra
Brand: Vivo
Official Price: Rs. 146,999
Status: Discontinued
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Snapdragon 6 Gen 1
Operating System: Android 12, Funtouch 12
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1767,Vivo,Vivo V30e Max,205999,739.67,6,64,Snapdragon 7 Gen 3,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 12, Funtouch 12",Available,4.5,1390,99.4,2021,"Mobile Model: Vivo V30e Max
Brand: Vivo
Official Price: Rs. 205,999
Status: Available
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Snapdragon 7 Gen 3
Operating System: Android 12, Funtouch 12
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
1768,Vivo,Vivo T2x Plus,199999,718.13,4,64,Dimensity 8200,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 12, Funtouch 12",Available,4.7,496,63.0,2025,"Mobile Model: Vivo T2x Plus
Brand: Vivo
Official Price: Rs. 199,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Dimensity 8200
Operating System: Android 12, Funtouch 12
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
